decade,title,artist,lyrics_word_count,unique_content_words,words_in_vocab,racial_name_association,weat_effect_size,ea_pleasant_assoc,aa_pleasant_assoc,words_analyzed,status
1970,I Feel Love,Donna Summer,221,25,20,0.007497387956889552,0.4441268753296065,0.009997846324554811,-0.0007601311689329617,written; song; giorgio; featured; heaven; knows; hot; summer; good; album; free; read; love; billboard; peaked; feel; remember; donna; pete; yesterday,ok
1970,How Deep Is Your Love,The Bee Gees,344,46,43,0.02113984566243813,0.4441268753296065,0.009997846324554811,-0.0007601311689329617,inside; breeze; fall; keep; livin; need; warm; believe; light; mornin; world; touch; show; saviour; darkest; far; lyrics; belong; door; mean; live; wonder; learn; eyes; grand; rain; arms; soul; summer; moment,ok
1980,Billie Jean,Michael Jackson,592,83,80,0.03175663127647209,0.665495726080122,0.0034058761585872388,-0.013707956492024354,schemes; room; called; movie; billie; stood; twice; girl; side; truth; danced; love; call; around; woo; right; perfume; strong; til; round; every; hee; looked; cryin; plans; nights; dance; soon; eyes; jean,ok
1980,Every Breath You Take,The Police,362,41,41,0.036486008310332156,0.665495726080122,0.0034058761585872388,-0.013707956492024354,watching; stake; without; face; embrace; keep; replace; please; poor; gone; cold; word; belong; smile; vow; since; play; bond; aches; crying; step; claim; heart; game; move; lost; mmm; single; fake; day,ok
1980,Livin' on a Prayer,Bon Jovi,305,56,52,0.02685988020245304,0.665495726080122,0.0034058761585872388,-0.013707956492024354,tommy; demo; man; lot; livin; shot; whispers; home; workin; string; upon; hock; work; dreams; talk; halfway; union; diner; ready; okay; hold; live; someday; brings; says; jon; sure; luck; fight; swear,ok
1980,When Doves Cry,Prince,386,59,56,0.022325480461178566,0.665495726080122,0.0034058761585872388,-0.013707956492024354,inside; sounds; alone; prince; courtyard; hmm; semi; kiss; song; even; world; bloom; specifically; touch; cold; scream; stomach; composed; never; poses; covers; father; doves; picture; heat; sweat; engaged; tied; autobiographical; film,ok
1980,I Wanna Dance with Somebody,Whitney Houston,379,60,55,0.020361997142312283,0.665495726080122,0.0034058761585872388,-0.013707956492024354,loves; man; still; chance; figure; feeling; need; falls; shows; fever; strikes; senses; boy; enough; spinning; burns; alright; upon; dance; till; wind; begins; som; done; hold; fade; hot; heat; arms; last,ok
1980,Take On Me,a-ha,197,26,23,0.05751803359785277,0.665495726080122,0.0034058761585872388,-0.013707956492024354,better; find; life; comin; anyway; gone; safe; play; okay; slowly; things; sorry; odds; worries; day; ends; today; talking; love; away; needless; remember; another,ok
1980,Sweet Child O' Mine,Guns N' Roses,300,46,45,0.03814184494450993,0.665495726080122,0.0034058761585872388,-0.013707956492024354,takes; skies; face; pass; reminds; pain; warm; thunder; aye; quietly; blue; sky; mine; smile; thought; bluest; hair; safe; childhood; eyes; rain; hide; special; seems; bright; memories; fresh; probably; everything; hate,ok
1980,Thriller,Michael Jackson,499,139,136,0.02576523257623109,0.665495726080122,0.0034058761585872388,-0.013707956492024354,takes; slam; without; falls; resist; search; something; lurking; years; thousand; cold; try; creature; change; together; found; door; stops; wonder; doom; girl; fight; walk; freeze; hear; across; original; seal; strike; side,ok
1980,Girls Just Want to Have Fun,Cyndi Lauper,343,39,39,0.03674325544794727,0.665495726080122,0.0034058761585872388,-0.013707956492024354,still; life; fortunate; beautiful; song; middle; rest; mornin; world; girls; home; workin; fun; yells; dear; really; done; father; live; rings; says; girl; mama; walk; sun; day; read; daddy; boys; number,ok
1980,With or Without You,U2,200,38,37,0.02017182273850309,0.665495726080122,0.0034058761585872388,-0.013707956492024354,without; thorn; reach; sustained; set; parts; bed; win; stone; hah; live; lose; shore; bruised; eyes; sleight; tied; storm; hands; nails; side; edge; hoo; makes; read; body; fate; wait; hand; nothing,ok
1990,(Everything I Do) I Do It for You,Bryan Adams,323,51,50,0.025483660930297594,0.4657958538328496,0.016515507418931485,0.006683619821277051,became; studio; first; find; life; worth; prince; neighbours; released; song; waking; search; help; adams; sixth; wire; true; nothin; tryin; lyrics; nowhere; babe; thieves; mean; contributors; dying; eyes; robin; soul; fight,ok
1990,I Will Always Love You,Whitney Houston,153,21,20,0.04796491418113916,0.4657958538328496,0.016515507418931485,0.006683619821277051,life; every; need; hope; please; kind; taking; treats; step; memories; joy; goodbye; dreamed; darling; love; stay; happiness; wish; always; cry,ok
